8.6073,-0.7061,-3.5389,-1.0035
8.6198,-0.7342,8.7588,-6.0016
8.7588,-6.0016,8.9534,-6.0016
9.0050,-6.1103,9.8452,-22.3884
17.1583,3.8585,17.2247,2.2507
17.2247,2.2507,17.7562,2.2905
17.7562,2.2905,17.8227,0.8023
17.5170,0.6296,17.5569,-0.8188
17.5569,-0.8188,17.8625,-0.7922
17.8625,-0.7922,17.8891,-2.5197
17.8891,-2.5197,17.6366,-2.5197
17.6366,-2.5197,17.7163,-4.1142
17.7163,-4.1142,18.0087,-4.1142
18.0087,-4.1142,18.0618,-5.7619
18.0415,-5.7473,17.4975,-5.7810
17.4975,-5.7810,17.5929,-7.2728
17.5929,-7.2728,17.7667,-7.2784
14.6069,-11.6620,14.7809,-16.3690
14.7809,-16.3690,14.4910,-16.3574
14.4910,-16.3574,14.5374,-17.7487
14.5374,-17.7487,14.6533,-17.7835
14.6533,-17.7835,14.6881,-19.7428
14.6185,-19.7428,14.6997,-21.2268
14.6881,-21.2268,15.9634,-21.2036
16.1429,-21.2515,16.4618,-27.5632
16.4884,-28.1612,16.9003,-35.5891
9.7845,-22.2087,7.8775,-22.2985
6.7097,-22.2225,7.7945,-22.1811
6.6821,-22.3469,3.7385,-22.4920
0.9489,-22.5920,-14.4357,-23.2860
1.0012,-22.6051,1.0012,-22.2385
1.0012,-22.2385,2.4677,-22.1731
-14.8792,-31.4225,-6.0666,-31.0406
-6.0666,-31.0406,-6.0079,-33.7431
6.8439,-46.3490,11.8937,-46.0878
6.8439,-46.4070,7.1051,-50.4991
-15.5030,-47.9452,-23.9194,-48.3805
-15.5030,-48.0032,-15.5030,-48.9319
-15.5030,-48.9319,-7.8412,-48.6127
-7.8412,-48.6127,-7.7832,-49.7155
-14.4916,-23.2721,-27.1866,-23.8761
-2.7368,-48.0683,-1.9635,-61.2392
-7.8844,-46.1591,-23.3995,-46.9324
16.9350,-35.5499,19.5450,-35.3807
19.5450,-35.3807,20.0767,-44.7091
7.0767,-50.3572,12.0266,-50.1603
12.0266,-50.1603,12.2235,-53.4790
12.2235,-53.4790,16.9484,-54.7165
-0.5450,-63.1538,-4.1450,-63.2663
-1.6700,-65.3756,-1.4731,-69.7349
-1.4731,-69.7349,-0.2357,-69.6224
-0.4325,-70.4943,-0.0950,-76.5129
-0.0950,-76.5129,9.8048,-75.9223
8.9422,-69.1827,41.2650,-67.3668
20.0720,-44.7696,20.4991,-54.6922
20.5749,-54.7557,28.3299,-54.3151
28.3299,-54.3151,28.4768,-56.8414
28.4768,-56.8414,29.3581,-56.8120
29.3581,-56.8120,29.2699,-56.3714
29.2699,-56.3714,33.0300,-56.1951
33.0300,-56.1951,33.1475,-56.6064
33.1475,-56.6064,34.0287,-56.4595
34.0287,-56.4595,33.8525,-54.0507
33.8525,-54.0507,40.3444,-53.5807
45.4711,-65.2994,45.4429,-64.7636
71.8328,-44.0196,72.3186,-55.2536
72.0757,-55.5572,74.1404,-84.3406
45.3752,-64.7802,57.0385,-64.1772
43.6528,-67.2222,43.9825,-71.8841
43.1348,-71.9312,43.2526,-73.7913
43.2526,-73.7913,44.0531,-73.7442
44.0531,-73.7442,44.2885,-76.8756
43.6057,-79.3479,44.4769,-79.3479
44.5004,-79.3479,44.6182,-80.7606
54.5677,-100.4169,54.0647,-92.7516
54.0647,-92.7516,45.8725,-93.3026
45.4653,-92.8235,44.6269,-92.9193
45.1468,-88.9324,44.8976,-85.5950
44.8976,-85.5950,44.0308,-85.6601
44.7459,-83.0920,44.6376,-82.2469
44.6376,-82.2469,43.8683,-82.3227
43.8683,-82.3227,43.6841,-80.7624
74.0700,-84.4739,74.2294,-86.9890
74.2294,-86.9890,77.1519,-89.5395
78.0729,-91.2398,78.3031,-94.3217
78.3031,-94.3217,79.2596,-99.5290
54.5382,-100.7681,53.1207,-100.9348
53.1207,-100.9348,53.3430,-102.4913
53.3430,-102.4913,35.8046,-103.9366
91.5796,-122.3686,93.4814,-122.2667
98.1679,-121.8932,96.2322,-122.1649
96.2322,-122.1649,96.3001,-122.9799
91.5977,-122.3672,91.7267,-124.2726
91.7267,-124.2726,92.4573,-124.2010
92.4573,-124.2010,92.7725,-127.7109
92.7295,-127.6965,92.0705,-127.7825
92.0275,-127.8541,92.2138,-129.8168
93.2596,-133.1691,92.4716,-133.3124
92.4716,-133.3124,92.6435,-135.1461
63.2385,-119.3211,63.6623,-124.3666
94.1113,-140.1306,93.5779,-140.2306
93.5779,-140.2306,93.6613,-141.2807
94.4447,-142.8809,93.8113,-142.9642
93.8113,-142.9642,93.8946,-143.9143
95.2769,-162.8457,94.7148,-162.9082
94.7148,-162.9082,94.8896,-164.7447
95.8766,-168.2052,95.1270,-168.3177
95.1270,-168.3177,95.2769,-170.1916
96.4641,-173.6742,95.5358,-173.7494
95.5358,-173.7745,95.6864,-175.8317
93.7490,-145.9347,93.8489,-147.2241
94.9657,-150.9105,94.0941,-151.0013
94.0941,-151.0013,94.2030,-152.2725
70.9757,-179.5955,71.7549,-186.9359
71.0167,-179.5545,68.7613,-179.3905
67.7361,-179.3085,64.4965,-179.4725
100.8195,-122.2635,100.7397,-121.5295
100.7397,-121.5295,102.6707,-121.3699
105.4156,-122.0720,105.3837,-121.6252
105.3837,-121.6252,106.4050,-121.5135
108.1286,-121.9763,108.0647,-121.3380
108.0647,-121.3380,108.9265,-121.3060
110.8897,-121.7958,110.8485,-121.2188
110.8485,-121.2188,111.7346,-121.0539
113.5893,-121.4867,113.5893,-120.9303
113.5893,-120.9303,114.3724,-120.8891
114.2900,-118.8283,114.4342,-120.8685
95.6961,-175.5951,97.8079,-175.4326
100.1981,-174.4348,100.2445,-175.2006
100.2445,-175.2006,102.1010,-175.1077
104.7465,-174.0403,104.8625,-174.9685
104.8625,-174.9685,106.8118,-174.8757
71.5261,-187.2063,71.8663,-189.6499
72.1138,-193.9186,72.3612,-198.7130
